lineId,lineCode,authority,num_edges,total_travel_time_sec,avg_edge_time_sec,total_distance_m,avg_edge_distance_m,trips_per_day,commercial_speed_m_s,commercial_speed_km_h,vehicle_km_per_day,passengers_est_per_day,capacity_per_day,load_factor,speed_score,capacity_score,route_score
RUT:Line:375,375,Ruter,8,840.0,105.0,11611.136150320091,1451.3920187900114,37.0,13.822781131333443,49.762012072800395,429.61203756184335,825.2015581177485,1665.0,0.49561655142207117,0.8240815443799313,0.4977242610750944,0.6609029027275128
RUT:Line:380,380,Ruter,45,3480.0,77.33333333333333,26901.393615730765,597.8087470162392,164.0,7.730285521761714,27.82902787834217,4411.828552979845,8474.268590631058,7380.0,1.148274876779276,0.35885718396013333,0.6100184216307695,0.4844378027954514
RUT:Line:390,390,Ruter,46,3720.0,80.8695652173913,26970.153464880023,586.3076840191309,160.0,7.250041254000006,26.100148514400022,4315.224554380804,8288.711010315683,7200.0,1.151209862543845,0.32218562165917664,0.6040846105372848,0.4631351160982307
RUT:Line:3901,1N,Ruter,54,5040.0,93.33333333333333,23925.047955977174,443.0564436292069,0.0,4.747033324598646,17.089319968555124,0.0,0.0,0.0,,0.1310553627793863,,
RUT:Line:3902,2N,Ruter,85,7740.0,91.05882352941177,40042.0772073906,471.0832612634188,2.0,5.173394988034961,18.624221956925858,80.0841544147812,153.82615761576906,90.0,1.7091795290641008,0.16361243707059353,0.016555240626293207,0.09008383884844337
RUT:Line:3903,3N,Ruter,46,3540.0,76.95652173913044,21450.716791918585,466.3199302590997,2.0,6.059524517491126,21.814288262968056,42.90143358383717,82.40534888124802,90.0,0.9156149875694224,0.23127749093500172,0.9763652987621455,0.6038213948485736
RUT:Line:3904,4N,Ruter,33,3360.0,101.81818181818181,18985.792305486535,575.327039560198,4.0,5.650533424251945,20.341920327307,75.94316922194614,145.87212668902131,180.0,0.8104007038278962,0.2000468373633092,0.9913261465016854,0.5956864919324973
RUT:Line:3905,5N,Ruter,50,4560.0,91.2,29343.8821751228,586.877643502456,2.0,6.4350618805093855,23.166222769833787,58.6877643502456,112.7278343016598,90.0,1.2525314922406645,0.25995361000342204,0.40649828537187543,0.33322594768764874
RUT:Line:3911,11N,Ruter,51,4980.0,97.6470588235294,19745.2686327392,387.1621300537098,12.0,3.9649133800681127,14.273688168245206,236.94322359287042,455.12206409284437,540.0,0.8428186372089711,0.0713325046464836,0.9997135300873636,0.5355230173669236
RUT:Line:3912,12N,Ruter,56,5340.0,95.35714285714286,22264.98732246224,397.5890593296828,3.0,4.16947328135997,15.010103812895892,66.79496196738671,128.3001915000316,135.0,0.9503717888891229,0.0869527455698465,0.9455680487927889,0.5162603971813177
RUT:Line:3919,19N,Ruter,95,7440.0,78.3157894736842,39409.27467027139,414.8344702133831,5.0,5.2969455201977675,19.069003872711964,197.04637335135698,378.48793817278545,225.0,1.6821686141012686,0.17304678400958265,0.021338383397882014,0.09719258370373234
RUT:Line:3963,63N,Ruter,12,840.0,70.0,4346.517216443008,362.2097680369173,0.0,5.174425257670247,18.62793092761289,0.0,0.0,0.0,,0.16369110869595888,,
RUT:Line:3969,70E,Ruter,26,3120.0,120.0,16568.839318975224,637.2630507298163,23.0,5.310525422748469,19.11789152189449,381.08330433643016,731.9872559804933,1035.0,0.7072340637492689,0.1740837484792472,0.892941724252585,0.5335127363659161
RUT:Line:3970,70N,Ruter,65,4560.0,70.15384615384616,27960.25436220087,430.15775941847494,2.0,6.1316347285528225,22.07388502279016,55.92050872440174,107.4124719409677,90.0,1.1934719104551967,0.2367838431707274,0.5192315774779416,0.3780077103243345
RUT:Line:3981,81N,Ruter,40,3660.0,91.5,23831.369063767015,595.7842265941754,0.0,6.511303022887162,23.440690882393785,0.0,0.0,0.0,,0.2657754011007601,,
RUT:Line:3983,83N,Ruter,34,3540.0,104.11764705882354,23496.217974567484,691.0652345461025,0.0,6.637349710329798,23.894458957187272,0.0,0.0,0.0,,0.2754003550287378,,
RUT:Line:40,40,Ruter,20,2340.0,117.0,10328.8735182375,516.4436759118751,86.0,4.414048512067308,15.890574643442308,888.283122568425,1706.2199210087192,3870.0,0.4408837005190489,0.10562856621411351,0.3946059998725502,0.25011728304333186
RUT:Line:400,400,Ruter,13,1920.0,147.69230769230768,17927.43300352714,1379.0333079636262,165.0,9.337204689337053,33.61393688161339,2958.0264455819784,5681.796175220934,7425.0,0.7652250741038295,0.48156189971028585,0.9608599633613459,0.721210931535816
RUT:Line:4073,73X,Ruter,18,1680.0,93.33333333333333,5413.049842431508,300.7249912461949,52.0,3.2220534776378025,11.599392519496089,281.47859180643843,540.6658850941208,2340.0,0.23105379704876955,0.014607552322070129,0.11903922311692702,0.06682338771949857
RUT:Line:41,41,Ruter,48,3180.0,66.25,22112.30665466361,460.6730553054919,49.0,6.95355555178101,25.032799986411636,1083.503026078517,2081.199564191865,2205.0,0.9438546776380341,0.29954590551859445,0.9522409046681751,0.6258934050933848
RUT:Line:42,42,Ruter,44,4080.0,92.72727272727273,24028.229166247143,546.0961174147078,208.0,5.889271854472339,21.201378676100422,4997.871666579405,9599.943963255873,9360.0,1.0256350388093882,0.2182769585852951,0.8425047936440963,0.5303908761146957
RUT:Line:45,45,Ruter,38,2640.0,69.47368421052632,15334.38443034972,403.53643237762424,128.0,5.808478950890046,20.910524223204167,1962.8012070847642,3770.161151801026,5760.0,0.6545418666321225,0.21210759395965972,0.8087675054502504,0.5104375497049551
RUT:Line:46,46,Ruter,36,2940.0,81.66666666666667,14117.063971283347,392.14066586898184,147.0,4.801722439212023,17.286200781163284,2075.208403778652,3986.0736164094965,6615.0,0.6025810455645497,0.13523143609948216,0.7117065074504474,0.4234689717749648
RUT:Line:48,48,Ruter,16,3300.0,206.25,13560.428518191033,847.5267823869395,0.0,4.109220763088191,14.79319474711749,0.0,0.0,0.0,,0.08235184947192699,,
RUT:Line:500,500,Ruter,22,1800.0,81.81818181818181,16585.83667707119,753.9016671395996,93.0,9.214353709483994,33.17167335414238,1542.482810967621,2962.8108797977875,4185.0,0.7079595889600448,0.47218097074592297,0.8939673811036137,0.6830741759247684
RUT:Line:505,505,Ruter,25,2520.0,100.8,20901.74913103886,836.0699652415544,90.0,8.29434489326939,29.859641615769803,1881.1574217934976,3613.3392451911914,4050.0,0.8921825296768374,0.4019288867835512,0.9901633340125668,0.6960461103980591
RUT:Line:51,51,Ruter,47,3120.0,66.38297872340425,21258.02596150899,452.2984247129572,46.0,6.813469859458009,24.528491494048833,977.8691942294134,1878.2974222348203,2070.0,0.9073900590506379,0.2888489299618876,0.9818685071939445,0.635358718577916
RUT:Line:515,515,Ruter,46,3660.0,79.56521739130434,32841.95595973137,713.9555643419864,71.0,8.973212010855566,32.303563239080034,2331.7788731409273,4478.895820103623,3195.0,1.4018453271059852,0.45376733539775727,0.18417820723671788,0.31897277131723756
RUT:Line:517,517,Ruter,2,120.0,60.0,1115.0312141582635,557.5156070791318,0.0,9.291926784652196,33.45093642474791,0.0,0.0,0.0,,0.47810446853625804,,
RUT:Line:5260,260E,Ruter,8,840.0,105.0,9330.869396449498,1166.3586745561872,9.0,11.108177852916068,39.989440270497845,83.97782456804548,161.30514422774854,405.0,0.39828430673518156,0.6167938161768763,0.3218740948527031,0.46933395551478974
RUT:Line:54,54,Ruter,54,5040.0,93.33333333333333,21155.810354029672,391.7742658153643,216.0,4.197581419450332,15.111293110021196,4569.655036470409,8777.422712726417,9720.0,0.9030270280582733,0.08909908943345732,0.984499906241909,0.5367994978376831
RUT:Line:550,550,Ruter,43,3540.0,82.32558139534883,31130.75240603208,723.9709861867925,63.0,8.793997854811321,31.658392277320758,1961.237401580021,3767.157384154219,2835.0,1.3288033101073082,0.4400825013877221,0.27981527943311524,0.35994889041041866
RUT:Line:56,56,Ruter,38,2520.0,66.3157894736842,12453.8565697349,327.73306762460265,98.0,4.942006575291627,17.791223671049856,1220.4779438340204,2344.3018650407344,4410.0,0.5315877244990327,0.14594356486690283,0.5693512916696477,0.3576474282682753
RUT:Line:58,58,Ruter,66,5100.0,77.27272727272727,27764.41627849913,420.6729739166535,192.0,5.444003191862575,19.59841149070527,5330.767925471833,10239.373233181897,8640.0,1.1851126427293863,0.1842761415059755,0.535855055146682,0.36006559832632873
RUT:Line:60,60,Ruter,53,5220.0,98.49056603773585,19020.11396222083,358.87007475888356,136.0,3.6436999927626106,13.1173199739454,2586.7354988620327,4968.618142577453,6120.0,0.8118657095714793,0.046804576808061465,0.9919535247810978,0.5193790507945796
RUT:Line:62,62,Ruter,13,840.0,64.61538461538461,3789.7845208368785,291.5218862182214,66.0,4.511648239091522,16.24193366072948,250.12577837523398,480.4431998974086,2970.0,0.16176538717084465,0.11308130372789216,0.07197167217326,0.09252648795057608
RUT:Line:63,63,Ruter,12,840.0,70.0,4347.266917134604,362.27224309455033,97.0,5.175317758493576,18.631143930576876,421.6848909620566,809.975044068709,4365.0,0.18556129302834112,0.16375926026328297,0.08606435281485807,0.12491180653907052
RUT:Line:64,64,Ruter,38,2820.0,74.21052631578948,13996.25978030911,368.32262579760817,70.0,4.963212688052876,17.867565676990356,979.7381846216377,1881.887390971552,3150.0,0.5974245685623975,0.14756286849526212,0.7015851194574597,0.4245739939763609
RUT:Line:65,65,Ruter,29,2220.0,76.55172413793103,11398.252293182075,393.0431825235198,162.0,5.134347879811745,18.483652367322282,1846.5168714954962,3546.8014539267833,7290.0,0.4865296918966781,0.16063079094173158,0.48001009781744597,0.3203204443795888
RUT:Line:66,66,Ruter,37,2880.0,77.83783783783784,17078.128250569138,461.5710337991659,134.0,5.929905642558729,21.347660313211424,2288.4691855762644,4395.706294356669,6030.0,0.7289728514687677,0.22137976395198672,0.9218475716568725,0.5716136678044296
RUT:Line:67,67,Ruter,29,2340.0,80.6896551724138,18650.527304591265,643.1216311928023,73.0,7.970310813927891,28.693118930140407,1361.4884932351624,2615.155833046954,3285.0,0.7960900557220559,0.37718557025509436,0.98398363651852,0.6805846033868073
RUT:Line:68,68,Ruter,39,3180.0,81.53846153846153,18250.47747705757,467.96096095019413,74.0,5.7391438607099285,20.660917898555745,1350.5353333022604,2594.1169331729193,3330.0,0.7790140940459217,0.20681315059017794,0.9723937752181202,0.5896034629041491
RUT:Line:69,69,Ruter,38,2880.0,75.78947368421052,10514.356602952268,276.69359481453336,155.0,3.650818264913982,13.142945753690336,1629.7252734576016,3130.38676149174,6975.0,0.44880096938949676,0.047348129700198645,0.4089240238698173,0.22813607678500797
RUT:Line:70,70,Ruter,42,3540.0,84.28571428571429,17908.130501479733,426.38405955904125,152.0,5.058793926971676,18.211658137098034,2722.0358362249194,5228.503898664161,6840.0,0.7644011547754621,0.15486147379491472,0.9601109221936822,0.5574861979942984
RUT:Line:71,71,Ruter,32,3780.0,118.125,25224.09186401128,788.2528707503525,180.0,6.67304017566436,24.022944632391695,4540.33653552203,8721.107547998761,8100.0,1.076679944197378,0.2781256871376802,0.7516642434939163,0.5148949653157983
RUT:Line:72,72,Ruter,18,1200.0,66.66666666666667,6335.076543956372,351.9486968864651,158.0,5.279230453296977,19.005229631869117,1000.9420939451069,1922.6159960432742,7110.0,0.27041012602577696,0.1716940574428591,0.15470320734163442,0.16319863239224675
RUT:Line:73,73,Ruter,25,2400.0,96.0,8980.398942310423,359.2159576924169,160.0,3.741832892629343,13.470598413465634,1436.8638307696676,2759.937264987559,7200.0,0.38332462013716095,0.054298027522234345,0.29822062228201285,0.1762593249021236
RUT:Line:74,74,Ruter,60,4800.0,80.0,25054.374343378488,417.5729057229748,174.0,5.219661321537185,18.790780757533867,4359.461135747857,8373.680919625174,7830.0,1.0694356219189238,0.1671453448955455,0.7652818607469191,0.46621360282123225
RUT:Line:75,75A,Ruter,13,900.0,69.23076923076923,4055.2645294040467,311.94342533877284,11.0,4.505849477115607,16.221058117616185,44.607909823444515,85.6831593909505,495.0,0.17309729169888988,0.11263850893502707,0.0784306546365844,0.09553458178580573
RUT:Line:76,76,Ruter,50,3780.0,75.6,23001.445541226956,460.02891082453914,199.0,6.085038502970094,21.906138610692338,4577.287662704164,8792.083510166754,8955.0,0.981807203815383,0.2332257447109362,0.9079940631669483,0.5706099039389423
RUT:Line:77,77,Ruter,27,2400.0,88.88888888888889,13674.407625797343,506.4595416961979,141.0,5.697669844082227,20.511611438696015,1928.0914752374254,3703.4904761727853,6345.0,0.5836864422652144,0.20364618517959154,0.6743431504000008,0.4389946677897962
RUT:Line:78,78A,Ruter,22,1860.0,84.54545454545455,8877.845557822855,403.5384344464934,30.0,4.77303524614132,17.182926886108753,266.33536673468564,511.578681218137,1350.0,0.37894717127269406,0.13304087546492221,0.2914967315300226,0.2122688034974724
RUT:Line:79,79,Ruter,113,8700.0,76.99115044247787,46159.42424882133,408.4904800780648,200.0,5.305680948140383,19.10045141330538,9231.884849764267,17732.66365073037,9000.0,1.9702959611922632,0.17371382328839832,0.0009372388038813846,0.08732553104613985
RUT:Line:80,80E,Ruter,20,3420.0,171.0,23073.940905020758,1153.697045251038,66.0,6.746766346497298,24.28835884739027,1522.8800997313701,2925.1578662852,2970.0,0.9849016384798652,0.283755434431723,0.9038403741314949,0.593797904281609
RUT:Line:81,81,Ruter,49,5040.0,102.85714285714286,34976.358592911696,713.8032365900347,239.0,6.939753689069781,24.983113280651214,8359.349703705895,16056.692544040374,10755.0,1.4929514220400162,0.29849199212022526,0.10060112490078521,0.19954655851050523
RUT:Line:83,83,Ruter,22,2040.0,92.72727272727273,16707.17101637642,759.4168643807462,117.0,8.18978971391001,29.483242970076034,1954.7390089160408,3754.675229831889,5265.0,0.7131386951247652,0.39394502933609965,0.9011701402549315,0.6475575847955155
RUT:Line:84,84E,Ruter,2,300.0,150.0,909.2266699306067,454.61333496530335,20.0,3.0307555664353556,10.91072003916728,18.184533398612135,34.92896842309463,900.0,0.03880996491454959,0.0,0.02584293085146866,0.01292146542573433
RUT:Line:85,85,Ruter,24,2460.0,102.5,12518.445196441618,521.6018831850674,88.0,5.088798860342122,18.31967589723164,1101.6231772868623,2116.0048668908225,3960.0,0.5343446633562683,0.15715265738063183,0.5749075324908807,0.3660300949357562
RUT:Line:87,87,Ruter,15,1080.0,72.0,5465.929711512131,364.3953141008087,85.0,5.0610460291778985,18.219765705040434,464.6040254785311,892.4143930149353,3825.0,0.23331095242220531,0.15503344483529488,0.12089804710641441,0.13796574597085465
RUT:Line:9074,74X,Ruter,10,960.0,96.0,4500.313287555272,450.03132875552717,1.0,4.687826341203408,16.87617482833227,4.500313287555272,8.644230636517092,45.0,0.19209401414482427,0.1265343039641513,0.09029544554168047,0.10841487475291589
RUT:Line:91,91,Ruter,16,1140.0,71.25,6748.710118026867,421.7943823766792,0.0,5.919921156163919,21.31171616219011,0.0,0.0,0.0,,0.22061734628362634,,
RUT:Line:9742,42X,Ruter,17,1440.0,84.70588235294117,7327.505720865964,431.02974828623314,0.0,5.088545639490253,18.31876430216491,0.0,0.0,0.0,,0.15713332137837513,,
RUT:Line:9842,42N,Ruter,52,4260.0,81.92307692307692,27762.505055128164,533.8943279832339,0.0,6.517019965992526,23.461271877573097,0.0,0.0,0.0,,0.2662119481859268,,
UNI:Line:UE1,FB10,Unibuss,67,4500.0,67.16417910447761,33455.98120926151,499.3430031233061,47.0,7.4346624909470025,26.76478496740921,1572.4311168352908,3020.3357778552136,2115.0,1.4280547413027014,0.33628334160560364,0.1562381552434907,0.24626074842454715
UNI:Line:UE2,FB25,Unibuss,3,1320.0,440.0,14185.385176038599,4728.461725346199,16.0,10.746503921241363,38.68741411646891,226.96616281661758,435.9580617415039,720.0,0.605497307974311,0.5891763119016937,0.7174013634251886,0.6532888376634411
VYX:Line:56,FB11,Vy Buss,2,120.0,60.0,1086.0779632182162,543.0389816091081,44.0,9.050649693485134,32.58233889654648,47.78743038160152,91.79040287870048,1980.0,0.04635878933267701,0.4596804945828264,0.027653705916635105,0.24366710024973076
